"ROI.name"	"Organ"	"Number"	"ROI.id"	"point"	"x"	"y"
"Leaf.03"	"Leaf"	3	3	82	313.412003145481	-241.643749519786
"Leaf.03"	"Leaf"	3	3	83	312.06716205993	-246.389995906771
"Leaf.03"	"Leaf"	3	3	84	312.052360441138	-248.521706802673
"Leaf.06"	"Leaf"	6	4	1	265.753707812531	-258.365936387466
"Leaf.06"	"Leaf"	6	4	2	257.181084434816	-244.216244515186
"Leaf.06"	"Leaf"	6	4	3	250.783600086245	-228.997796766402
"Leaf.06"	"Leaf"	6	4	4	247.645061553778	-212.71811859634
"Leaf.06"	"Leaf"	6	4	5	247.731604288891	-200.254340546316
"Leaf.06"	"Leaf"	6	4	6	249.489009935805	-181.299009957381
"Leaf.06"	"Leaf"	6	4	7	247.392888186546	-170.987794570819
"Leaf.06"	"Leaf"	6	4	8	240.5099413587	-147.637033192231
"Leaf.06"	"Leaf"	6	4	9	235.700539914431	-137.848907561081
"Leaf.06"	"Leaf"	6	4	10	229.306818293474	-122.088556418818
"Leaf.06"	"Leaf"	6	4	11	225.551121815255	-116.643183390729
"Leaf.06"	"Leaf"	6	4	12	217.516639103405	-103.039157639542
"Leaf.06"	"Leaf"	6	4	13	214.299083291052	-98.1394507325467
"Leaf.06"	"Leaf"	6	4	14	211.074002023471	-94.3235506125098
"Leaf.06"	"Leaf"	6	4	15	205.692595364814	-88.8668894015805
"Leaf.06"	"Leaf"	6	4	16	200.845566644409	-84.4977977052235
"Leaf.06"	"Leaf"	6	4	17	191.170322841667	-73.0500973451128
"Leaf.06"	"Leaf"	6	4	18	186.330819576489	-67.5971988617972
"Leaf.06"	"Leaf"	6	4	19	181.480028128471	-63.7700105589195
"Leaf.06"	"Leaf"	6	4	20	174.472911289376	-58.3020611651494
"Leaf.06"	"Leaf"	6	4	21	170.16778596245	-53.9367321964059
"Leaf.06"	"Leaf"	6	4	22	163.702572516834	-48.4725455302495
"Leaf.06"	"Leaf"	6	4	23	158.851781068816	-44.6453572273717
"Leaf.06"	"Leaf"	6	4	24	150.215191321669	-39.7080230442401
"Leaf.06"	"Leaf"	6	4	25	143.193023572119	-36.4076872243873
"Leaf.06"	"Leaf"	6	4	26	136.708996488436	-33.6530175256274
"Leaf.06"	"Leaf"	6	4	27	124.267794804093	-30.3150544296385
"Leaf.06"	"Leaf"	6	4	28	109.643928635379	-29.1296539971125
"Leaf.06"	"Leaf"	6	4	29	101.507852277962	-30.157019869867
"Leaf.06"	"Leaf"	6	4	30	94.9824351905281	-33.3632874993796
"Leaf.06"	"Leaf"	6	4	31	87.9151147096153	-36.5657924012786
"Leaf.06"	"Leaf"	6	4	32	84.6223043449897	-42.5041533638695
"Leaf.06"	"Leaf"	6	4	33	80.7349124002943	-56.0253991075572
"Leaf.06"	"Leaf"	6	4	34	77.9689545186936	-64.135136371679
"Leaf.06"	"Leaf"	6	4	35	78.5979340453453	-80.0180564347672
"Leaf.06"	"Leaf"	6	4	36	78.5457643950428	-87.5314651740315
"Leaf.06"	"Leaf"	6	4	37	81.1444969795527	-97.2446979393186
"Leaf.06"	"Leaf"	6	4	38	84.7059700916706	-107.934134367776
"Leaf.06"	"Leaf"	6	4	39	88.2741747715694	-117.654098700844
"Leaf.06"	"Leaf"	6	4	40	91.3913012426787	-122.523336773077
"Leaf.06"	"Leaf"	6	4	41	94.2711083657764	-126.663787881822
"Leaf.06"	"Leaf"	6	4	42	99.5325234287154	-136.880268506202
"Leaf.06"	"Leaf"	6	4	43	106.500612010257	-145.654321231114
"Leaf.06"	"Leaf"	6	4	44	112.494179820573	-155.148746459787
"Leaf.06"	"Leaf"	6	4	45	117.7774724788	-162.214442774153
"Leaf.06"	"Leaf"	6	4	46	121.865753937244	-166.848044390319
"Leaf.06"	"Leaf"	6	4	47	129.480925616227	-175.135751443622
"Leaf.06"	"Leaf"	6	4	48	140.427258763236	-184.412518720457
"Leaf.06"	"Leaf"	6	4	49	145.832867337569	-187.9191921631
"Leaf.06"	"Leaf"	6	4	50	151.994694806552	-191.129452147065
"Leaf.06"	"Leaf"	6	4	51	160.839952280826	-198.883309049805
"Leaf.06"	"Leaf"	6	4	52	170.460279302385	-203.625904734183
"Leaf.06"	"Leaf"	6	4	53	178.4435251211	-205.189658188987
"Leaf.06"	"Leaf"	6	4	54	182.359735592689	-205.97101128715
"Leaf.06"	"Leaf"	6	4	55	182.320987028939	-211.551531682054
"Leaf.06"	"Leaf"	6	4	56	181.99420307435	-215.169234178006
"Leaf.06"	"Leaf"	6	4	57	181.521830536622	-218.031765037788
"Leaf.06"	"Leaf"	6	4	58	186.354510104715	-217.160328055911
"Leaf.06"	"Leaf"	6	4	59	193.443279255	-217.209549204458
"Leaf.06"	"Leaf"	6	4	60	199.772687735195	-218.007658438296
"Leaf.06"	"Leaf"	6	4	61	205.955460373772	-218.201420911502
"Leaf.06"	"Leaf"	6	4	62	210.623700706091	-219.289660053139
"Leaf.06"	"Leaf"	6	4	63	214.088483809546	-219.917046500324
"Leaf.06"	"Leaf"	6	4	64	218.149235605794	-221.604396110194
"Leaf.06"	"Leaf"	6	4	65	222.509542636159	-223.595489988099
"Leaf.06"	"Leaf"	6	4	66	229.931032010352	-227.688866712478
"Leaf.06"	"Leaf"	6	4	67	236.989830863426	-236.111149533383
"Leaf.06"	"Leaf"	6	4	68	241.646517730683	-243.784092089774
"Leaf.06"	"Leaf"	6	4	69	248.179105586595	-252.621384632454
"Leaf.06"	"Leaf"	6	4	70	255.229910557292	-262.194936541213
"Leaf.06"	"Leaf"	6	4	71	259.055124547839	-269.024778755617
"Leaf.06"	"Leaf"	6	4	72	262.585604175936	-274.306686202996
"Leaf.06"	"Leaf"	6	4	73	268.427473440022	-280.745704717541
"Leaf.06"	"Leaf"	6	4	74	270.201184227924	-283.317402654285
"Leaf.06"	"Leaf"	6	4	75	270.253673217993	-276.388221968119
"Leaf.06"	"Leaf"	6	4	76	270.053305279096	-270.616106249118
"Leaf.06"	"Leaf"	6	4	77	270.829703626938	-262.686751074291
"Leaf.06"	"Leaf"	6	4	78	267.233191552743	-261.219097436594
"Leaf.04"	"Leaf"	4	5	1	254.666484884945	-342.255669781008
"Leaf.04"	"Leaf"	4	5	2	248.474991841392	-346.043234641081
"Leaf.04"	"Leaf"	4	5	3	242.295932923624	-350.151037361767
"Leaf.04"	"Leaf"	4	5	4	231.042695672862	-357.215442396221
"Leaf.04"	"Leaf"	4	5	5	228.102604971323	-359.340274779237
"Leaf.04"	"Leaf"	4	5	6	224.377045729808	-362.239743055486
"Leaf.04"	"Leaf"	4	5	7	219.090027974242	-365.323391739142
"Leaf.04"	"Leaf"	4	5	8	208.121904112278	-372.07302010722
"Leaf.04"	"Leaf"	4	5	9	201.857112924271	-375.539924494963
"Leaf.04"	"Leaf"	4	5	10	195.202295627961	-379.00412072102
"Leaf.04"	"Leaf"	4	5	11	190.695330088999	-382.093185728048
"Leaf.04"	"Leaf"	4	5	12	183.861748708654	-383.215871223449
"Leaf.04"	"Leaf"	4	5	13	180.351513733935	-383.191497768275
"Leaf.04"	"Leaf"	4	5	14	176.077475512728	-380.821551339916
"Leaf.04"	"Leaf"	4	5	15	169.280454315144	-376.678884373239
